,paperID,pos_score,sent_pos,text
37,pagesOfTextToDisplay-1,0.0003079411690123379,37,"To convey the effects of data transforms, Wrangler providesData Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete row 7 Delete empty rows Fill row 7 by copying values from above Fill row 7 by copying values from below Fold using row 7 as a key Fold Year using row 7 as a key Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year Property_crime_rate 0 Reported crime in Alabama 1 2 2004 4029.3 3 2005 3900 4 2006 3937 5 2007 3974.9 6 2008 4081.9 7 8 Reported crime in Alaska 9 10 2004 3370.9 11 2005 3615 12 2006 3582 13 2007 3373.9 14 2008 2928.3 15 16 Reported crime in Arizona 17 18 2004 5073.3 19 2005 4827 20 2006 4741.6 21 2007 4502.6 22 2008 4087.3 23 24 Reported crime in Arkansas 25 Figure 1."
343,pagesOfTextToDisplay-1,0.0003073337720707059,343,We con-sider enumerable parameters equivalent only if they match exactly.
470,pagesOfTextToDisplay-1,0.00030720935319550335,470,"Our user study demonstrates that novice Wrangler users can perform data cleaning tasks significantly faster than in Excel, an effect shared across both novice and expert Excel users."
10,pagesOfTextToDisplay-1,0.0003030627267435193,10,"Analysts must regularly restructure data to make it palatable to databases, statistics packages, and visualization tools."
2,pagesOfTextToDisplay-1,0.00030206775409169495,2,"These transforms are often difficult to specify and difficult to reuse across analysis tasks, teams, and tools."
138,pagesOfTextToDisplay-1,0.0002939995320048183,138,She decides to remove the rows containing the text 'Reported'.
464,pagesOfTextToDisplay-1,0.0002932832285296172,464,"By design, Wrangler does not afford users the same flexibility to layout data as in Excel; since users cannot perform arbitrary editing in Wrangler, the recourse is less obvious when they get stuck."
99,pagesOfTextToDisplay-1,0.0002875290811061859,99,"As she navigates the suggestions, Wrangler previews the effects of the transforms in the data table."
298,pagesOfTextToDisplay-1,0.0002852387260645628,298,"For reshape transforms, Wrangler highlights the input data in the same color as the corresponding output in the secondary table."
466,pagesOfTextToDisplay-1,0.00028495449805632234,466,"One solution may be to suggest non-matching transforms related to the selected transform type, in effect treating filtering criteria as guidelines rather than strict rules."
195,pagesOfTextToDisplay-1,0.0002811450103763491,195,Currently Wrangler supports two types of joins: equi-joins and approximate joins using string edit distance.
201,pagesOfTextToDisplay-1,0.00027295295149087906,201,Positional transforms include fill and lag operations.
237,pagesOfTextToDisplay-1,0.00026876357151195407,237,Users can also choose transforms from the menu or refine suggestions by editing transform descriptions as described below.
0,pagesOfTextToDisplay-1,0.0002648358349688351,0,"Wrangler: Interactive Visual Specification of Data Transformation Scripts Sean Kandel ∗ , Andreas Paepcke ∗ , Joseph Hellerstein † and Jeffrey Heer ∗ ∗ Stanford University † University of California, Berkeley skandel, paepcke, jheer@cs.stanford.edu hellerstein@cs.berkeley.edu ABSTRACT Though data analysis tools continue to improve, analysts still expend an inordinate amount of time and effort manipulating data and assessing data quality issues."
53,pagesOfTextToDisplay-1,0.0002634408592712134,53,A number of commercial and research systems provide graphical interfaces leveraging the above methods.
290,pagesOfTextToDisplay-1,0.0002580593863967806,290,These table previews use color highlights to match input data to their new locations in the output table.
294,pagesOfTextToDisplay-1,0.00025613466277718544,294,"For example, byData Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on "","" Promote row 0 to header Delete rows 0,1 Fill row 0 by copying values from the left Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear split split1 split2 split3 split4 0 2004 2004 2004 2003 1 STATE Participation Rate 2004 Mean SAT I Verbal Mean SAT I Math Participation Rate 2003 2 New York 87 497 510 82 3 Connecticut 85 515 515 84 4 Massachusetts 85 518 523 82 5 New Jersey 83 501 514 85 6 New Hampshire 80 522 521 75 7 D.C. 77 489 476 77 8 Maine 76 505 501 70 9 Pennsylvania 74 501 502 73 10 Delaware 73 500 499 73 11 Georgia 73 494 493 66 split fold fold1 value 0 New York 2004 Participation Rate 2004 1 New York 2004 Mean SAT I Verbal 2 New York 2004 Mean SAT I Math 3 New York 2003 Participation Rate 2003 4 New York 2003 Mean SAT I Verbal 5 New York 2003 Mean SAT I Math 6 Connecticut 2004 Participation Rate 2004 7 Connecticut 2004 Mean SAT I Verbal 8 Connecticut 2004 Mean SAT I Math 9 Connecticut 2003 Participation Rate 2003 10 Connecticut 2003 Mean SAT I Verbal 11 Connecticut 2003 Mean SAT I Math 12 Massachusetts 2004 Participation Rate 2004 87 497 510 82 496 510 85 515 515 84 512 514 85 Figure 9."
250,pagesOfTextToDisplay-1,0.0002505186712369323,250,"These descriptions are editable, with parameters presented as bold hyperlinks (Fig."
191,pagesOfTextToDisplay-1,0.00024970018421299756,191,"One-to-one transforms include extracting , cutting , and splitting values into multiple columns; reformatting; simple arithmetic; and value updates ."
102,pagesOfTextToDisplay-1,0.0002493725623935461,102,The analyst mouses over the suggestion to delete all empty rows in the table and clicks the green add button to execute the transform.
362,pagesOfTextToDisplay-1,0.00024783596745692194,362,"For example, a split transform can accept a parameter set containing a text selection, but an unfold transform can not."
153,pagesOfTextToDisplay-1,0.0002468099119141698,153,"By clicking the Export button above the transformation history, the analyst can either save the transformed data or generate runnable code implementing the transformation (Fig."
475,pagesOfTextToDisplay-1,0.00024576406576670706,475,"The result is that people with highly specialized skills (e.g., statistics, molecular biology, micro-economics) spend more time in tedious ""wrangling"" tasks than they do in exercising their specialty, while less technical audiences such as journalists are unnecessarily shut out."
373,pagesOfTextToDisplay-1,0.0002454369969200343,373,"For clarity, the figure only includes two neighboring tokens."
123,pagesOfTextToDisplay-1,0.0002452656044624746,123,"Wrangler now suggests extracting text occurring after the string ""in "" (Fig."
238,pagesOfTextToDisplay-1,0.00024280532670672983,238,"Automated Transformation Suggestions As a user interacts with data, Wrangler generates a list of suggested transforms ."
444,pagesOfTextToDisplay-1,0.00024103012401610613,444,"Strategies for Navigating Suggestion Space When working with Wrangler, users applied different navigation strategies for different tasks."
329,pagesOfTextToDisplay-1,0.00023223937023431063,329,"Inputs to the engine consist of user interactions; the current working transform; data descriptions such as column data types, semantic roles, and summary statistics; and a corpus of historical usage statistics."
118,pagesOfTextToDisplay-1,0.0002297807513969019,118,"Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Set extract's name to State Fill State by copying values from above Delete rows where Year starts with 'Reported' Delete rows where Year contains 'Reported' Extract from Year between positions 0, 8 Extract from Year on 'Reported' Cut from Year between positions 0, 8 Cut from Year on 'Reported' Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year State Property_crime_rate 1 2004 Alabama 4029.3 2 2005 Alabama 3900 3 2006 Alabama 3937 4 2007 Alabama 3974.9 5 2008 Alabama 4081.9 7 2004 Alaska 3370.9 8 2005 Alaska 3615 9 2006 Alaska 3582 10 2007 Alaska 3373.9 11 2008 Alaska 2928.3 13 2004 Arizona 5073.3 14 2005 Arizona 4827 15 2006 Arizona 4741.6 16 2007 Arizona 4502.6 17 2008 Arizona 4087.3 19 2004 Arkansas 4033.1 20 2005 Arkansas 4068 21 2006 Arkansas 4021.6 22 2007 Arkansas 3945.5 23 2008 Arkansas 3843.7 25 2004 California 3423.9 0 Reported crime in Alabama Alabama 6 Reported crime in Alaska Alaska 12 Reported crime in Arizona Arizona 18 Reported crime in Arkansas Arkansas 24 Reported crime in California California Figure 5."
393,pagesOfTextToDisplay-1,0.0002280162734678015,393,"The complexity of a row selection predicate is the number of clauses it contains (e.g., ""a=5 and b=6"" has complexity 2)."
337,pagesOfTextToDisplay-1,0.00022778411221224815,337,"In order to get useful transform frequencies, we define a relaxed matching routine: two transforms are considered equivalent in our corpus if (a) they have an identical transform type (e.g., extract or fold ) and (b) they have equivalent parameters as defined below."
296,pagesOfTextToDisplay-1,0.00022501715284306556,296,"For transforms that rearrange table layout, Wrangler previews the output table and uses color highlights to show the correspondence of values across table states."
231,pagesOfTextToDisplay-1,0.00021919893333688378,231,"To reduce this gulf of evaluation [20], Wrangler provides natural language descriptions and visual transform previews ."
34,pagesOfTextToDisplay-1,0.00021863708388991654,34,"As users select data, Wrangler suggests applicable transforms based on the current context of interaction."
214,pagesOfTextToDisplay-1,0.00021796270448248833,214,"Wrangler leverages types and roles for parsing, validation, and transform suggestion."
79,pagesOfTextToDisplay-1,0.00021353160263970494,79,Wrangler provides an inference engine that generates and rank-orders suggested transforms in response to direct manipulation of a data table.
457,pagesOfTextToDisplay-1,0.00021178275346755981,457,"Users' navigation strategies worked well when they understood the nature of the desired transform, even if they did not know how to specify it."
347,pagesOfTextToDisplay-1,0.0002110029454343021,347,"For each type we enumerate possible parameter values, resulting in a collection of inferred parameter sets."
32,pagesOfTextToDisplay-1,0.0002101976133417338,32,"To do so, Wrangler couples a mixed-initiative user interface with an underlying declarative transformation language ."
183,pagesOfTextToDisplay-1,0.00020952787599526346,183,"Informed by a corpus of data sets gathered from varied sources (e.g., data.gov, NGOs, log files, web APIs), we then extended the language with additional operators for common data cleaning tasks."
194,pagesOfTextToDisplay-1,0.00020687238429673016,194,"Wrangler includes extensible lookup tables to support common types of transformations, such as mapping zip codes to state names for aggregation across states."
379,pagesOfTextToDisplay-1,0.0002059379912680015,379,Ensuring that transforms of the same type are adjacent helps users compare varying parameterizations more easily.
413,pagesOfTextToDisplay-1,0.00020562375721056014,413,"In this task, we asked users to extract the number of bedrooms and housing price from housing listings on craigslist."
317,pagesOfTextToDisplay-1,0.00019840308232232928,317,"As users transform data, Wrangler attempts to infer the data type and semantic role for each column."
82,pagesOfTextToDisplay-1,0.00019590085139498115,82,"In concert, these techniques help analysts iteratively hone in on a desired transformation."
29,pagesOfTextToDisplay-1,0.00019408907974138856,29,"As a result, we contend that the proper output of data wrangling is not just transformed data, but an editable and auditable description of the data transformations applied."
474,pagesOfTextToDisplay-1,0.0001901206123875454,474,"As data processing has become more sophisticated, there has been little progress on improving the tedious parts of the pipeline: data entry, data (re)formatting, data cleaning, etc."
338,pagesOfTextToDisplay-1,0.00018607841047924012,338,"Wrangler transforms accept four basic types of parameters: row, column or text selections and enumerables."
468,pagesOfTextToDisplay-1,0.000185938406502828,468,The system provides a mixed-initiative interface that maps user interactions to suggested data transforms and presents natural language descriptions and visual transform previews to help assess each suggestion.
390,pagesOfTextToDisplay-1,0.00018378417007625103,390,"Second, we sort transforms in ascending order using a simple measure of transform complexity ."
301,pagesOfTextToDisplay-1,0.00018355701467953622,301,Wrangler also highlights the parameters in the transform description using the same colors as those generated in previews (Fig.
355,pagesOfTextToDisplay-1,0.00018086141790263355,355,"We annotate tokens with one or more labels of the form number , word , uppercase word, lowercase word, or whitespace ."
461,pagesOfTextToDisplay-1,0.00017783253861125559,461,"However, those familiar with pivot operations in Excel uniformly performed the task more quickly with Wrangler."
425,pagesOfTextToDisplay-1,0.00017735302390065044,425,"For Wrangler tasks, we did not respond to user inquiries."
209,pagesOfTextToDisplay-1,0.0001769378432072699,209,Data types comprise standard primitives and associated parsing functions.
325,pagesOfTextToDisplay-1,0.00017641692829784006,325,Clicking a bar generates suggested transforms for that category.
340,pagesOfTextToDisplay-1,0.00017444920376874506,340,Column selections are equivalent if they refer to columns with the same data type or semantic role.
148,pagesOfTextToDisplay-1,0.00017440866213291883,148,"6), then executes it to create the desired cross-tab."
369,pagesOfTextToDisplay-1,0.00017406934057362378,369,"a) Reported crime in Alabama (b) before : {'in', ' '} 'Alabama' → {'Alabama', word } selection : {'Alabama'} 'in' → {'in', word , lowercase } after : ∅ ' ' → {' '} (c) before : {(' '), ('in', ' '), ( word , ' '), ( lowercase , ' ')} selection : {('Alabama'), ( word )} after : ∅ (d) {(),('Alabama'),()} {(),( word ),()} {(' '),(),()} {( word , ' '),(),()} {(' '),('Alabama'),()} {( word , ' '),('Alabama'),()} {(' '),( word ),()} {( word , ' '),( word ),()} {('in', ' '),(),()} {( lowercase , ' '),(),()} {('in', ' '),('Alabama'),()} {( lowercase , ' '),('Alabama'),()} {('in', ' '),( word ),()} {( low er case , ' '),( word ),()} (e) {( lowercase , ' '),('Alabama'),()} → /[a-z]+ (Alabama)/ Figure 10."
427,pagesOfTextToDisplay-1,0.00017254742851946503,427,Each data set had at most 30 rows and 4 columns; complete manual manipulation in Excel was easily attainable within the time limits.
90,pagesOfTextToDisplay-1,0.00017156805552076548,90,"The history already contains three transforms, as Wrangler inferred that the data was in CSV format and so split the text into rows on newline characters, split the rows into columns on commas, and promoted the first row to be the table header."
335,pagesOfTextToDisplay-1,0.00016864643839653581,335,"For any given transform, we are unlikely to find an exact match in the corpus."
443,pagesOfTextToDisplay-1,0.0001685504976194352,443,"Of course, larger data sets might complicate the process of assessing transform effects and so may benefit from additional validation and visualization techniques."
77,pagesOfTextToDisplay-1,0.00016805202176328748,77,"Moreover, the system assumes that input data arrives in a proper tabular format, limiting the forms of data to which it can be applied."
272,pagesOfTextToDisplay-1,0.0001662790309637785,272,In-place previews provide a visual economy that serves a number of goals.
98,pagesOfTextToDisplay-1,0.00016359175788238645,98,The analyst can navigate the suggestions using the keyboard up and down arrows or by mousing over the description in the editor pane.
58,pagesOfTextToDisplay-1,0.00016110442811623216,58,Many data cleaning applications apply direct manipulation and programming-by-demonstration (PBD) methods to specific cleaning tasks.
60,pagesOfTextToDisplay-1,0.00015639628691133112,60,Potluck [14] applies simultaneous text editing [19] to merge data sources.
391,pagesOfTextToDisplay-1,0.00015179176989477128,391,Our goal is to preferentially rank simpler transforms because users can evaluate their descriptions more quickly.
65,pagesOfTextToDisplay-1,0.00014463676779996604,65,Wrangler uses semantic roles akin to Topes [24] and provides natural language descriptions of transforms [18].
334,pagesOfTextToDisplay-1,0.0001396593579556793,334,The corpus updates over time as more analysts use Wrangler.
419,pagesOfTextToDisplay-1,0.00013928035332355648,419,The target data set contained the same data with all missing values replaced with the closest non-empty value from a previous year.
415,pagesOfTextToDisplay-1,0.00013500088243745267,415,The target data set consisted of two columns: one for the number of bedrooms and one for the housing price.
117,pagesOfTextToDisplay-1,0.00013483461225405335,117,"The analyst populates empty cells by clicking the gray bar in the data quality meter above the ""State"" column, and then selecting a fill transform."
111,pagesOfTextToDisplay-1,0.00013382705219555646,111,"Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Extract from Year after ' in ' Cut from Year after 'in ' Cut from Year after ' in ' Split Year after 'in ' Split Year after ' in ' Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year extract Property_crime_rate 0 Reported crime in Alabama 1 2004 4029.3 2 2005 3900 3 2006 3937 4 2007 3974.9 5 2008 4081.9 6 Reported crime in Alaska 7 2004 3370.9 8 2005 3615 9 2006 3582 10 2007 3373.9 11 2008 2928.3 12 Reported crime in Arizona 13 2004 5073.3 14 2005 4827 15 2006 4741.6 16 2007 4502.6 17 2008 4087.3 18 Reported crime in Arkansas 19 2004 4033.1 20 2005 4068 21 2006 4021.6 22 2007 3945.5 23 2008 3843.7 24 Reported crime in California 25 2004 3423.9 Alabama Alaska Arizona Arkansas California Figure 3."
47,pagesOfTextToDisplay-1,0.0001335401611868292,47,We also present a controlled user study comparing Wrangler and Excel across a set of data wrangling tasks.
222,pagesOfTextToDisplay-1,0.00013182616385165602,222,"Through both our own practice and discussions with analysts, we believe our extended language is sufficient to handle a large variety of data wrangling tasks."
389,pagesOfTextToDisplay-1,0.000127498569781892,389,We first sort transforms by frequency of equivalent transforms in the corpus.
308,pagesOfTextToDisplay-1,0.0001267771440325305,308,Wrangler scripts also support lightweight text annotations.
324,pagesOfTextToDisplay-1,0.00012452944065444171,324,"Values that parse successfully are indicated in green; values that match the type but do not match the role (e.g., a 6 digit zip code) are shown in yellow; those that do not match the type (e.g., 'One' does not parse as an integer) are shown in red; and missing data are shown in gray."
354,pagesOfTextToDisplay-1,0.00012421346036717296,354,"To generate regular expressions, we tokenize the text within a cell and extract both the selected text and any surrounding text within a 5 token window."
453,pagesOfTextToDisplay-1,0.00012359821994323283,453,"Our post-study questionnaire asked users to rate automated suggestions, visual previews, and direct editing of transforms on a scale from 1 (not useful) to 5 (most useful)."
460,pagesOfTextToDisplay-1,0.00012304831761866808,460,"Wrangler does not provide the recourse of manual editing, hence users who got stuck fared slightly better in Excel."
127,pagesOfTextToDisplay-1,0.00012034073006361723,127,"These missing values are in-Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Set extract's name to State Fill State by copying values from above Delete rows where Year starts with 'Reported' Drop Year, Property_crime_rate Fold Year, Property_crime_rate using header as a key Fold Year, Property_crime_rate using row 0 as a key Unfold Year on Property_crime_rate Unfold Property_crime_rate on Year Merge Year, Property_crime_rate with glue Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Next Prev Year State Property_crime_rate 0 2004 Alabama 4029.3 1 2005 Alabama 3900 2 2006 Alabama 3937 3 2007 Alabama 3974.9 4 2008 Alabama 4081.9 5 2004 Alaska 3370.9 6 2005 Alaska 3615 7 2006 Alaska 3582 8 2007 Alaska 3373.9 9 2008 Alaska 2928.3 10 2004 Arizona 5073.3 11 2005 Arizona 4827 12 2006 Arizona 4741.6 13 2007 Arizona 4502.6 14 2008 Arizona 4087.3 State 2004 2005 2006 2007 2008 0 Alabama 1 Alaska 2 Arizona 3 Arkansas 4 California 5 Colorado 6 Connecticut 7 Delaware 8 District of Columbia 9 Florida 10 Georgia 11 Hawaii 12 Idaho 13 Illinois 14 Indiana 15 Iowa 4029.3 3900 3937 3974.9 4081.9 3370.9 3615 3582 3373.9 2928.3 5073.3 4827 4741.6 4502.6 4087.3 4033.1 4068 4021.6 3945.5 3843.7 3423.9 3321 3175.2 3032.6 2940.3 3918.5 4041 3441.8 2991.3 2856.7 2684.9 2579 2575 2470.6 2490.8 3283.6 3118 3474.5 3427.1 3594.7 4852.8 4490 4653.9 4916.3 5104.6 4182.5 4013 3986.2 4088.8 4140.6 4223.5 4145 3928.8 3893.1 3996.6 4795.5 4800 4219.9 4119.3 3566.5 2781 2697 2386.9 2264.2 2116.5 3174.1 3092 3019.6 2935.8 2932.6 3403.6 3460 3464.3 3386.5 3339.6 2904.8 2845 2870.3 2648.6 2440.5 Figure 6."
414,pagesOfTextToDisplay-1,0.00011767750402214006,414,"The original data set contained one cell for each listing, with all the information in a text string."
24,pagesOfTextToDisplay-1,0.00011755679588532075,24,The effects of transforms that aggregate data or rearrange data layout can be particularly hard to conceptualize ahead of time.
476,pagesOfTextToDisplay-1,0.00011745272786356509,476,"We believe that more research integrating methods from HCI, visualization, databases, and statistics can play a vital role in making data more accessible and informative."
190,pagesOfTextToDisplay-1,0.0001153761986643076,190,Delete transforms (one-to-zero) accept predicates determining which rows to remove.
293,pagesOfTextToDisplay-1,0.00011519061081344262,293,Highlighting selected text or cells works well for certain transformations.
31,pagesOfTextToDisplay-1,0.0001131974277086556,31,We designed Wrangler to help analysts author expressive transformations while simplifying specification and minimizing manual repetition.
185,pagesOfTextToDisplay-1,0.00011284542415523902,185,"We also introduced conditional mapping operators (e.g., update country to ""U.S."" where state=""California"")."
64,pagesOfTextToDisplay-1,0.00010930876305792481,64,"Wrangler applies a number of these techniques: it infers regular expressions from example selections [2] and supports mass editing [14, 19]."
297,pagesOfTextToDisplay-1,0.00010709955677157268,297,"highlighting the text selected by a regular expression in each cell, users can determine which examples they need to fix."
26,pagesOfTextToDisplay-1,0.00010583434050204232,26,"Of course, transforming and cleaning a data set is only one step in the larger data lifecycle."
126,pagesOfTextToDisplay-1,0.00010561079398030415,126,She notices that the column is sparsely populated.
278,pagesOfTextToDisplay-1,0.00010540692164795473,278,"This stability allows users to continue interacting with the original data, e.g., to provide new selection examples."
207,pagesOfTextToDisplay-1,0.00010540349467191845,207,"Finally, the language contains schema transforms to set column names, specify column data types, and assign semantic roles."
1,pagesOfTextToDisplay-1,0.00010518469207454473,1,"Such ""data wrangling"" regularly involves reformatting data values or layout, correcting erroneous or missing values, and integrating multiple data sources."
110,pagesOfTextToDisplay-1,0.00010503017256269231,110,Red highlights preview which rows will be deleted.
152,pagesOfTextToDisplay-1,0.00010500955977477133,152,The analyst can also annotate these transformations with her rationale.
423,pagesOfTextToDisplay-1,0.00010434073192300275,423,"When using Excel, we allowed subjects to ask for references to functions they could describe concretely (e.g., we would answer ""how do I split a cell?"""
25,pagesOfTextToDisplay-1,0.00010423712956253439,25,"As data sets grow in size and complexity, discovering data quality issues may be as difficult as correcting them."
336,pagesOfTextToDisplay-1,0.00010162129910895601,336,"For instance, an analyst may perform a fold operation over a combination of columns and rows that does not appear in the corpus."
312,pagesOfTextToDisplay-1,0.00010124871914740652,312,These annotations appear as comments in code-generated scripts.
121,pagesOfTextToDisplay-1,9.820017294259742e-05,121,Red highlighting previews which rows will be deleted.
223,pagesOfTextToDisplay-1,9.792714263312519e-05,223,THE WRANGLER INTERFACE DESIGN The goal of the Wrangler interface is to enable analysts to author expressive transformations with minimal difficulty and tedium.
404,pagesOfTextToDisplay-1,9.76787632680498e-05,404,"In contrast, Excel includes specific tools for each task (text-to-columns, goto-special & pivot tables) in addition to manual editing."
50,pagesOfTextToDisplay-1,9.685521945357323e-05,50,RELATED WORK The database and machine learning communities have contributed a number of algorithmic techniques for aiding data cleaning and integration.
33,pagesOfTextToDisplay-1,9.675396722741425e-05,33,"With Wrangler, analysts specify transformations by building up a sequence of basic transforms."
59,pagesOfTextToDisplay-1,9.629573469283059e-05,59,Users of SWYN [2] build regular expressions by providing example text selections and can evaluate their effect in visual previews.
455,pagesOfTextToDisplay-1,9.58480522967875e-05,455,"Users rated previews ( μ = 4.8) and suggestions ( μ = 4.3) significantly more useful than direct editing ( μ = 2.5) ( p< 0.001 in both cases by 2 We divided subjects into ""novices"" and ""experts"" according to their median self-reported expertise rating (5).Tukey's HSD)."
291,pagesOfTextToDisplay-1,9.272214083466679e-05,291,"Some transforms map to multiple classes; e.g., extract transforms use both selection and column previews."
40,pagesOfTextToDisplay-1,9.193889854941517e-05,40,Bold text within the transform descriptions indicate parameters that can be clicked and revised.
14,pagesOfTextToDisplay-1,9.145354124484584e-05,14,"To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee."
5,pagesOfTextToDisplay-1,9.114760905504227e-05,5,"Wrangler leverages semantic data types (e.g., geographic locations, dates, classification codes) to aid validation and type conversion."
205,pagesOfTextToDisplay-1,8.935661753639579e-05,205,"The language also includes functions for sorting , aggregation (e.g., sum, min, max, mean, standard deviation), and key generation (a.k.a.,"
307,pagesOfTextToDisplay-1,8.913325291359797e-05,307,Toggling or editing a transform may result in downstream errors; Wrangler highlights broken transforms in red and provides an error message to aid debugging.
45,pagesOfTextToDisplay-1,8.90249721123837e-05,45,"Wrangler's interactive history viewer supports review, refinement, and annotation of these scripts."
75,pagesOfTextToDisplay-1,8.889399032341316e-05,75,It provides summarization and filtering support through faceted histograms.
436,pagesOfTextToDisplay-1,8.748994150664657e-05,436,"We found a significant interaction effect of task and expertise ( F 1 , 54 = 11.10, p< 0.002) driven by improved performance by experts (regardless of tool) in the reshaping task (T3)."
67,pagesOfTextToDisplay-1,8.691491530044004e-05,67,"PBD data tools support text extraction or data integration, but lack operations such as reshaping, aggregation, and missing value imputation."
115,pagesOfTextToDisplay-1,8.533430082025006e-05,115,"Data Wrangler Export Import Split data repeatedly on newline into rows Split split repeatedly on ',' Promote row 0 to header Delete empty rows Extract from Year after 'in ' Set extract's name to State Delete rows where State is null Fill State by copying values from above Fill State by copying values from below Transform Script Text Split Cut Columns Fill Drop Rows Delete Fill Promote Table Fold Unfold Clear Year State Property_crime_rate 0 Reported crime in Alabama Alabama 1 2004 4029.3 2 2005 3900 3 2006 3937 4 2007 3974.9 5 2008 4081.9 6 Reported crime in Alaska Alaska 7 2004 3370.9 8 2005 3615 9 2006 3582 10 2007 3373.9 11 2008 2928.3 12 Reported crime in Arizona Arizona 13 2004 5073.3 14 2005 4827 15 2006 4741.6 16 2007 4502.6 17 2008 4087.3 18 Reported crime in Arkansas Arkansas 19 2004 4033.1 20 2005 4068 21 2006 4021.6 22 2007 3945.5 23 2008 3843.7 24 Reported crime in California California 25 2004 3423.9 Alabama Alabama Alabama Alabama Alabama Alaska Alaska Alaska Alaska Alaska Arizona Arizona Arizona Arizona Arizona Arkansas Arkansas Arkansas Arkansas Arkansas California Figure 4."
310,pagesOfTextToDisplay-1,8.488281309837475e-05,310,"To annotate a transform, users can click the edit icon next to the desired transform and write their annotation in the resulting text editor."
458,pagesOfTextToDisplay-1,8.45131726237014e-05,458,"However, we found that users of both tools experienced difficulty when they lacked a conceptual model of the transform."
462,pagesOfTextToDisplay-1,8.425583655480295e-05,462,"We also observed one recurring pitfall: a few users got stuck in a ""cul-de-sac"" of suggestion space by incorrectly filtering (e.g., by selecting a specific transform type from the menu)."
23,pagesOfTextToDisplay-1,8.33983940538019e-05,23,"Converting coded values, such as mapping FIPS codes to U.S. state names, requires integrating data from one or more external tables."
305,pagesOfTextToDisplay-1,8.325636008521542e-05,305,Users can edit individual transform descriptions and selectively enable and disable prior transforms.
21,pagesOfTextToDisplay-1,8.117064862744883e-05,21,Part of the problem is that reformatting and validating data requires transforms that can be difficult to specify and evaluate.
398,pagesOfTextToDisplay-1,8.082509884843603e-05,398,"COMPARATIVE EVALUATION WITH EXCEL As an initial evaluation of Wrangler, we conducted a comparative user study with Microsoft Excel."
254,pagesOfTextToDisplay-1,8.059383981162682e-05,254,Enumerable variables (such as the direction of a fill) are mapped to drop-down menus while free-form text parameters are mapped to text editors with autocomplete.
469,pagesOfTextToDisplay-1,8.013527258299291e-05,469,"With this set of techniques, we find that users can rapidly navigate to a desired transform."
256,pagesOfTextToDisplay-1,7.961179653648287e-05,256,"For example, the unless between parameter for split operations indicates regions of text to ignore while splitting."
46,pagesOfTextToDisplay-1,7.950118742883205e-05,46,Wrangler's high-level language supports a variety of runtime platforms: Wrangler scripts can be run in a web browser using JavaScript or translated into MapReduce or Python code.
132,pagesOfTextToDisplay-1,7.862433994887397e-05,132,dicated by the gray bar in the data quality meter above the column.
471,pagesOfTextToDisplay-1,7.79066322138533e-05,471,"We found that users are comfortable switching navigation strategies in Wrangler to suit a specific task, but can sometimes get stuck—in either tool—if they are unfamiliar with the available transforms."
146,pagesOfTextToDisplay-1,7.761824235785753e-05,146,But now suppose she would like to create a cross-tabulation of crime rates by state and year for subsequent graphing in Excel.
151,pagesOfTextToDisplay-1,7.74906511651352e-05,151,"The script provides an auditable description of the transformation enabling later inspection, reuse, and modification."
311,pagesOfTextToDisplay-1,7.70489641581662e-05,311,Users can view an annotation by mousing over the same edit icon.
41,pagesOfTextToDisplay-1,7.70200349506922e-05,41,The right panel contains an interactive data table; above each column is a data quality meter.
27,pagesOfTextToDisplay-1,7.674076914554462e-05,27,Data updates and evolving schemas often necessitate the reuse and revision of transformations.
69,pagesOfTextToDisplay-1,7.550889858976007e-05,69,Most closely related to Wrangler is prior work on interactive data cleaning.
3,pagesOfTextToDisplay-1,7.547017594333738e-05,3,"In response, we introduce Wrangler , an interactive system for creating data transformations."
384,pagesOfTextToDisplay-1,7.497392653021961e-05,384,We then sort transform types according to the count of hard parameters they can accept.
174,pagesOfTextToDisplay-1,7.472266588592902e-05,174,"We then focused on rapid means for users to navigate—prune, refine, and evaluate—these suggestions to find a desired transform."
73,pagesOfTextToDisplay-1,7.382141484413296e-05,73,Neither tool provides much support for direct manipulation: interaction is largely restricted to menu-based commands or entering programming statements.
327,pagesOfTextToDisplay-1,7.255636592162773e-05,327,Clicking the fails role bar will suggest transforms such as a similarity join on misspelled country names.
